"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID","Trait_ID","First_Author","Title","Year","Year_Z","Journal","Journal_Impact_Factor-2021","Kingdom","Phylum","Class","Order","Family","Scientific_Name","Ecosystem","Plasticity_Mechanism","Developmental_Exposure_Time_Category","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T2_mean","T2_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Number_Of_Fluctuations","Acclimation_Life-History_Stage","Acclimation_Life-History_Stage_Category","Trait_Category","Measurement","Trait_Unit","Performance_Curve","Complex_Design","Species_Overlap","Animal_Overlap_T1","Animal_Overlap_T2","Animal_Overlap","Animal_Code","Shared_Animal_Number","Shared_Control","Shared_Control_Code","Shared_Control_Number","n_R1-1","R1-1_Mean","R1-1_SD_Final","n_R2-2","R2-2_Mean","R2-2_SD_Final","Percentage_Transformation","Proportion_Transformation","In_Transformation","R1-1_Mean_Transformed","R1-1_Mean_Add","R1-1_SD_Final_Transformed","R1-1_SD_Final_Add","R2-2_Mean_Transformed","R2-2_Mean_Add","R2-2_SD_Final_Transformed","R2-2_SD_Final_Add","InRR","v_InRR","Precision","InCVR","v_InCVR","Precision_CVR","Reciprocal_Transformation","InRR_Transformed","InRR_Untransformed","v_InRR_Untransformed","InCVR_Untransformed","v_InCVR_Untransformed","SMD","v_SMD"
1,1,1,1,1,"J. A. C. Henry","Absence Of Respiratory Acclimation To Diurnally-Cycling Temperature Conditions In Rainbow Trout",1984,-2.9658569922331,"Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology",2.888,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Aquatic","Acclimation",NA,NA,28,"Days",10,10,8,"Sinusoidal (Sine Curve)",1,"Day",28,"Adult","Adult","Physiological","Metabolic Rate","mg kg-1 hr-1","Yes","No","A","A","B","A","1:A:A:B:A",1,"A","1:A:A:1",1,10,60.6930693069307,13.5781774658675,10,62.6732673267327,10.383312179781,"No","No","No",61.1930693069307,61.1930693069307,14.0781774658675,14.0781774658675,63.1732673267327,63.1732673267327,10.883312179781,10.883312179781,0.0318472898461534,0.0082607780914918,-0.0783040482315265,-0.28808012100379,0.255192769733851,-0.0979224891924878,"No",0.0318472898461534,0.0318472898461534,0.0082607780914918,-0.28808012100379,0.255192769733851,0.150726710877225,0.200567963534297
2,1,1,1,2,"J. A. C. Henry","Absence Of Respiratory Acclimation To Diurnally-Cycling Temperature Conditions In Rainbow Trout",1984,-2.9658569922331,"Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology",2.888,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Aquatic","Acclimation",NA,NA,28,"Days",10,10,8,"Sinusoidal (Sine Curve)",1,"Day",28,"Adult","Adult","Physiological","Ventilatory Rate","cycles min-1","Yes","No","A","A","B","A","1:A:A:B:A",1,"A","1:A:A:2",2,10,77.6470588235294,8.5415663089782,10,82.3529411764706,9.49062923219801,"No","No","No",78.1470588235294,78.1470588235294,9.0415663089782,9.0415663089782,82.8529411764706,82.8529411764706,9.99062923219801,9.99062923219801,0.0584748221165592,0.00279265280679562,-0.0743079966359117,0.0412826393692075,0.24970818610947,-0.09752879141229,"No",0.0584748221165592,0.0584748221165592,0.00279265280679562,0.0412826393692075,0.24970818610947,0.473035177256343,0.205594056973049
3,1,1,1,3,"J. A. C. Henry","Absence Of Respiratory Acclimation To Diurnally-Cycling Temperature Conditions In Rainbow Trout",1984,-2.9658569922331,"Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology",2.888,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Aquatic","Acclimation",NA,NA,28,"Days",10,10,8,"Sinusoidal (Sine Curve)",1,"Day",28,"Adult","Adult","Physiological","Ventilatory Flow","ml kg-1 min-1","Yes","No","A","A","B","A","1:A:A:B:A",1,"A","1:A:A:3",3,10,258.823529411765,56.943775393188,10,247.058823529412,66.4344046253866,"No","No","No",259.323529411765,259.323529411765,57.443775393188,57.443775393188,247.558823529412,247.558823529412,66.9344046253866,66.9344046253866,-0.046428205875451,0.0122172566148231,-0.0789649618382048,0.19813287410374,0.259169596491065,-0.0981975347932819,"No",-0.046428205875451,-0.046428205875451,0.0122172566148231,0.19813287410374,0.259169596491065,-0.180657828557636,0.200815931275479
4,1,1,1,4,"J. A. C. Henry","Absence Of Respiratory Acclimation To Diurnally-Cycling Temperature Conditions In Rainbow Trout",1984,-2.9658569922331,"Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology",2.888,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Aquatic","Acclimation",NA,NA,28,"Days",10,10,8,"Sinusoidal (Sine Curve)",1,"Day",28,"Adult","Adult","Physiological","Stroke Volume","ml","Yes","No","A","A","B","A","1:A:A:B:A",1,"A","1:A:A:4",4,10,1.4,0.201675871184209,10,1.4,0.181508284065788,"No","No","No",1.9,1.9,0.701675871184209,0.701675871184209,1.9,1.9,0.681508284065788,0.681508284065788,0,0.0265042263006209,-0.0797088057771212,-0.0287768046558893,0.273593574327689,-0.0991280330193952,"No",0,0,0.0265042263006209,-0.0287768046558893,0.273593574327689,0,0.2
7,1,1,1,7,"J. A. C. Henry","Absence Of Respiratory Acclimation To Diurnally-Cycling Temperature Conditions In Rainbow Trout",1984,-2.9658569922331,"Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology",2.888,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Aquatic","Acclimation",NA,NA,28,"Days",10,10,8,"Sinusoidal (Sine Curve)",1,"Day",28,"Adult","Adult","Physiological","Metabolic Rate","%","Yes","No","A","A","B","A","1:A:A:B:A",1,"A","1:A:A:7",5,10,30.6060606060606,5.86693443444967,10,32.4242424242425,7.8225792459329,"Yes","No","No",1.08623361921347,31.1060606060606,0.563652688394953,6.36693443444967,1.10580363865337,32.9242424242425,0.583558299927861,8.3225792459329,0.0178560280749156,0.0547754841075192,-0.0800371083662562,0.0163886300025075,0.302439365697723,-0.100722658484708,"No",0.0178560280749156,0.0568065632374985,0.0105793386407381,0.20994745880108,0.257522109680592,0.032671054517899,0.200026684945083
8,1,1,1,8,"J. A. C. Henry","Absence Of Respiratory Acclimation To Diurnally-Cycling Temperature Conditions In Rainbow Trout",1984,-2.9658569922331,"Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology",2.888,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus mykiss","Aquatic","Acclimation",NA,NA,28,"Days",10,10,8,"Sinusoidal (Sine Curve)",1,"Day",28,"Adult","Adult","Physiological","Heart Rate","beats min-1","Yes","No","A","A","B","A","1:A:A:B:A",1,"A","1:A:A:8",6,10,56.829268292683,9.44433347984582,10,60.7317073170732,9.44433347984591,"No","No","No",57.329268292683,57.329268292683,9.94433347984582,9.94433347984582,61.2317073170732,61.2317073170732,9.94433347984591,9.94433347984591,0.0658538650105742,0.00564637368359961,-0.0773590897515943,-0.0656682155384677,0.252567958780183,-0.0977362067778186,"No",0.0658538650105742,0.0658538650105742,0.00564637368359961,-0.0656682155384677,0.252567958780183,0.375846932547275,0.20353152291763
9,2,1,1,1,"F. Bozinovic","Acclimation To Daily Thermal Variability Drives The Metabolic Performance Curve",2013,0.080112633685279,"Evolutionary Ecology Research",0,"Metazoa","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tenebrio molitor","Terrestrial","Acclimation",NA,NA,21,"Days",24,24,8,"Alternating",1,"Day",21,"Larvae","Larvae","Physiological","Metabolic Rate","ul CO2 min-1","Yes","No","A","A","B","A","2:A:A:B:A",2,"A","2:A:A:1",7,5,0.64225352112676,0.256747853787561,5,0.419718309859155,0.0791431498427397,"No","No","No",1.14225352112676,1.14225352112676,0.756747853787561,0.756747853787561,0.919718309859155,0.919718309859155,0.57914314984274,0.57914314984274,-0.216690924838981,0.167085853593431,-0.0802439912123369,-0.0465500445322755,0.799083247224452,-0.110122817366077,"No",-0.216690924838981,-0.216690924838981,0.167085853593431,-0.0465500445322755,0.799083247224452,-0.298297372910381,0.404449066134262
10,2,1,2,1,"F. Bozinovic","Acclimation To Daily Thermal Variability Drives The Metabolic Performance Curve",2013,0.080112633685279,"Evolutionary Ecology Research",0,"Metazoa","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tenebrio molitor","Terrestrial","Acclimation",NA,NA,21,"Days",24,24,16,"Alternating",1,"Day",21,"Larvae","Larvae","Physiological","Metabolic Rate","ul CO2 min-1","Yes","No","A","A","C","A","2:A:A:C:A",3,"A","2:A:A:1",7,5,0.64225352112676,0.256747853787561,5,0.536619718309859,0.401667818355318,"No","No","No",1.14225352112676,1.14225352112676,0.756747853787561,0.756747853787561,1.03661971830986,1.03661971830986,0.901667818355318,0.901667818355318,-0.0970379353865364,0.239098159751069,-0.0802743805571132,0.240487309478451,0.879399265097998,-0.110645628096308,"No",-0.0970379353865364,-0.0970379353865364,0.239098159751069,0.240487309478451,0.879399265097998,-0.114626228406028,0.40065695861193
11,3,1,1,1,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Life-History Traits","Development Time","Days","No","No","A","A","B","A","3:A:A:B:A",4,"A","3:A:A:1",8,48,28.5625,3.86972,39,29.23077,4.042287,"No","No","No",29.0625,29.0625,4.36972,4.36972,29.73077,29.73077,4.542287,4.542287,0.0227338530915857,0.00106948848714829,-0.0645813269856564,0.0184536727820277,0.0498073780252393,-0.0240082767329112,"Yes",-0.0227338530915857,-0.0227338530915857,0.00106948848714829,0.0184536727820277,0.0498073780252393,-0.14892119905566,0.0466018160061301
12,3,1,1,2,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Life-History Traits","Development Time","Days","No","No","A","A","B","B","3:A:A:B:B",5,"A","3:A:A:2",9,23,25.65217,3.324957,35,26.2,3.385088,"No","No","No",26.15217,26.15217,3.824957,3.824957,26.7,26.7,3.885088,3.885088,0.0207313955465663,0.00153499593837717,-0.0693618325152516,-0.0129918169515702,0.0793330891831446,-0.0581883327338332,"Yes",-0.0207313955465663,-0.0207313955465663,0.00153499593837717,-0.0129918169515702,0.0793330891831446,-0.139958395486388,0.072218554548469
13,3,1,2,1,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Life-History Traits","Development Time","Days","No","No","A","A","C","A","3:A:A:C:A",6,"A","3:A:A:1",8,48,28.5625,3.86972,43,27.69767,3.495132,"No","No","No",29.0625,29.0625,4.36972,4.36972,28.19767,28.19767,3.995132,3.995132,-0.0302093329305425,0.000937816621526125,-0.062368082036392,-0.058144447831085,0.0470437430055346,-0.0186131010977879,"Yes",0.0302093329305425,0.0302093329305425,0.000937816621526125,-0.058144447831085,0.0470437430055346,0.204312100373545,0.044318506816267
14,3,1,2,2,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Life-History Traits","Development Time","Days","No","No","A","A","C","B","3:A:A:C:B",7,"A","3:A:A:2",9,23,25.65217,3.324957,29,24.41379,2.73231,"No","No","No",26.15217,26.15217,3.824957,3.824957,24.91379,24.91379,3.23231,3.23231,-0.0485107044270062,0.00151048561840874,-0.0691836128236373,-0.124534784198736,0.0860215436456911,-0.0626714967325503,"Yes",0.0485107044270062,0.0485107044270062,0.00151048561840874,-0.124534784198736,0.0860215436456911,0.34794797249407,0.0791251328706658
15,3,1,1,3,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Morphology","Mass","g","No","No","A","A","B","A","3:A:A:B:A",4,"A","3:A:A:3",10,23,0.2030062,0.01572016,39,0.2072179,0.01681647,"No","No","No",0.7030062,0.7030062,0.51572016,0.51572016,0.7072179,0.7072179,0.51681647,0.51681647,0.00597311097165031,0.0370912738209297,-0.0798903650836572,-0.00856641786023462,0.111987733046669,-0.0750011534322565,"No",0.00597311097165031,0.00597311097165031,0.0370912738209297,-0.00856641786023462,0.111987733046669,0.0080532815785383,0.0691198095375601
16,3,1,1,4,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Morphology","Mass","g","No","No","A","A","B","B","3:A:A:B:B",5,"A","3:A:A:4",11,23,0.1720652,0.01613513,35,0.1703571,0.01253825,"No","No","No",0.6720652,0.6720652,0.51613513,0.51613513,0.6703571,0.6703571,0.51253825,0.51253825,-0.00254480415262549,0.0423455732306428,-0.0799467633279652,-0.00799920721165979,0.120611324580384,-0.0779216055223114,"No",-0.00254480415262549,-0.00254480415262549,0.0423455732306428,-0.00799920721165979,0.120611324580384,-0.0032787371106382,0.0720497821144166
17,3,1,2,3,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Morphology","Mass","g","No","No","A","A","C","A","3:A:A:C:A",6,"A","3:A:A:3",10,23,0.2030062,0.01572016,43,0.1942256,0.01862961,"No","No","No",0.7030062,0.7030062,0.51572016,0.51572016,0.6942256,0.6942256,0.51862961,0.51862961,-0.0125687313889922,0.0363772896053959,-0.0798814440114002,0.0125814301228829,0.108632334049014,-0.0737395145782774,"No",-0.0125687313889922,-0.0125687313889922,0.0363772896053959,0.0125814301228829,0.108632334049014,-0.0167634729631513,0.0667362037171883
18,3,1,2,4,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Morphology","Mass","g","No","No","A","A","C","B","3:A:A:C:B",7,"A","3:A:A:4",11,23,0.1720652,0.01613513,29,0.1702241,0.01393246,"No","No","No",0.6720652,0.6720652,0.51613513,0.51613513,0.6702241,0.6702241,0.51393246,0.51393246,-0.00274322555438231,0.0459190484920327,-0.0799777461102837,-0.00371974926719505,0.130963848694171,-0.0809195748364939,"No",-0.00274322555438231,-0.00274322555438231,0.0459190484920327,-0.00371974926719505,0.130963848694171,-0.00352172242771952,0.07796113874534
19,3,1,1,5,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Morphology","Wing Area","mm2","No","No","A","A","B","A","3:A:A:B:A",4,"A","3:A:A:5",12,47,234.4957,16.342325,36,236.2554,16.262517,"No","No","No",234.9957,234.9957,16.842325,16.842325,236.7554,236.7554,16.762517,16.762517,0.00746032457177506,0.000248535401759016,-0.012511696112752,-0.00880895234286215,0.0518480263973909,-0.027622897308411,"No",0.00746032457177506,0.00746032457177506,0.000248535401759016,-0.00880895234286215,0.0518480263973909,0.103722501414344,0.0491191829037818
20,3,1,1,6,"Y. K. Rodrigues","Additive And Non-Additive Effects Of Day And Night Temperatures On Thermally Plastic Traits In A Model For Adaptive Seasonal Plasticity",2021,0.920380116697246,"Evolution",4.171,"Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Bicyclus anynana","Terrestrial","Developmental Plasticity","Larvae","Larvae Period",NA,NA,23,23,8,"Alternating",1,"Day",NA,NA,NA,"Morphology","Wing Area","mm2","No","No","A","A","B","B","3:A:A:B:B",5,"A","3:A:A:6",13,23,189.0373,15.874652,35,186.3912,14.303158,"No","No","No",189.5373,189.5373,16.374652,16.374652,186.8912,186.8912,14.803158,14.803158,-0.0140592095754521,0.000503760729725198,-0.0468787049445421,-0.0947835450175667,0.0783013072144047,-0.057428557724456,"No",-0.0140592095754521,-0.0140592095754521,0.000503760729725198,-0.0947835450175667,0.0783013072144047,-0.169078159109426,0.0722961327503717
